id,identifier,category_id,cost,fling_power,fling_effect_id,timing_id,is_berry,change_stat_id,change_stat_val,change_stat_id2,change_stat_val2
484,gb-sounds,21,0,,,0,0,-1,100,-1,100
485,tidal-bell,22,0,,,0,0,-1,100,-1,100
486,data-card-01,41,0,,,0,0,-1,100,-1,100
487,data-card-02,41,0,,,0,0,-1,100,-1,100
488,data-card-03,41,0,,,0,0,-1,100,-1,100
489,data-card-04,41,0,,,0,0,-1,100,-1,100
490,data-card-05,41,0,,,0,0,-1,100,-1,100
491,data-card-06,41,0,,,0,0,-1,100,-1,100
492,data-card-07,41,0,,,0,0,-1,100,-1,100
493,data-card-08,41,0,,,0,0,-1,100,-1,100
494,data-card-09,41,0,,,0,0,-1,100,-1,100
495,data-card-10,41,0,,,0,0,-1,100,-1,100
496,data-card-11,41,0,,,0,0,-1,100,-1,100
497,data-card-12,41,0,,,0,0,-1,100,-1,100
498,data-card-13,41,0,,,0,0,-1,100,-1,100
499,data-card-14,41,0,,,0,0,-1,100,-1,100
500,data-card-15,41,0,,,0,0,-1,100,-1,100
501,data-card-16,41,0,,,0,0,-1,100,-1,100
502,data-card-17,41,0,,,0,0,-1,100,-1,100
503,data-card-18,41,0,,,0,0,-1,100,-1,100
504,data-card-19,41,0,,,0,0,-1,100,-1,100
505,data-card-20,41,0,,,0,0,-1,100,-1,100
506,data-card-21,41,0,,,0,0,-1,100,-1,100
507,data-card-22,41,0,,,0,0,-1,100,-1,100
508,data-card-23,41,0,,,0,0,-1,100,-1,100
509,data-card-24,41,0,,,0,0,-1,100,-1,100
510,data-card-25,41,0,,,0,0,-1,100,-1,100
511,data-card-26,41,0,,,0,0,-1,100,-1,100
512,data-card-27,41,0,,,0,0,-1,100,-1,100
513,lock-capsule,23,0,,,0,0,-1,100,-1,100
514,photo-album,23,0,,,0,0,-1,100,-1,100
515,orange-mail,25,50,,,0,0,-1,100,-1,100
516,harbor-mail,25,50,,,0,0,-1,100,-1,100
517,glitter-mail,25,50,,,0,0,-1,100,-1,100
518,mech-mail,25,50,,,0,0,-1,100,-1,100
519,wood-mail,25,50,,,0,0,-1,100,-1,100
520,wave-mail,25,50,,,0,0,-1,100,-1,100
521,bead-mail,25,50,,,0,0,-1,100,-1,100
522,shadow-mail,25,50,,,0,0,-1,100,-1,100
523,tropic-mail,25,50,,,0,0,-1,100,-1,100
524,dream-mail,25,50,,,0,0,-1,100,-1,100
525,fab-mail,25,50,,,0,0,-1,100,-1,100
526,retro-mail,25,0,,,0,0,-1,100,-1,100
527,mach-bike,21,0,,,0,0,-1,100,-1,100
528,acro-bike,21,0,,,0,0,-1,100,-1,100
529,wailmer-pail,21,0,,,0,0,-1,100,-1,100
530,devon-goods,22,0,,,0,0,-1,100,-1,100
531,soot-sack,21,0,,,0,0,-1,100,-1,100
532,pokeblock-case,21,0,,,0,0,-1,100,-1,100
533,letter,22,0,,,0,0,-1,100,-1,100
534,eon-ticket,20,0,,,0,0,-1,100,-1,100
535,scanner,22,0,,,0,0,-1,100,-1,100
536,go-goggles,21,0,,,0,0,-1,100,-1,100
537,meteorite,22,0,,,0,0,-1,100,-1,100
538,rm-1-key,22,0,,,0,0,-1,100,-1,100
539,rm-2-key,22,0,,,0,0,-1,100,-1,100
540,rm-4-key,22,0,,,0,0,-1,100,-1,100
541,rm-6-key,22,0,,,0,0,-1,100,-1,100
542,devon-scope,21,0,,,0,0,-1,100,-1,100
543,oaks-parcel,22,0,,,0,0,-1,100,-1,100
544,poke-flute,22,0,,,0,0,-1,100,-1,100
545,bike-voucher,22,0,,,0,0,-1,100,-1,100
546,gold-teeth,22,0,,,0,0,-1,100,-1,100
547,lift-key,22,0,,,0,0,-1,100,-1,100
548,silph-scope,22,0,,,0,0,-1,100,-1,100
549,fame-checker,21,0,,,0,0,-1,100,-1,100
550,tm-case,21,0,,,0,0,-1,100,-1,100
551,berry-pouch,21,0,,,0,0,-1,100,-1,100
552,teachy-tv,21,0,,,0,0,-1,100,-1,100
553,tri-pass,22,0,,,0,0,-1,100,-1,100
554,rainbow-pass,22,0,,,0,0,-1,100,-1,100
555,tea,22,0,,,0,0,-1,100,-1,100
556,mysticticket,20,0,,,0,0,-1,100,-1,100
557,auroraticket,20,0,,,0,0,-1,100,-1,100
558,powder-jar,21,0,,,0,0,-1,100,-1,100
559,ruby,22,0,,,0,0,-1,100,-1,100
560,sapphire,22,0,,,0,0,-1,100,-1,100
561,magma-emblem,22,0,,,0,0,-1,100,-1,100
562,old-sea-map,20,0,,,0,0,-1,100,-1,100
563,douse-drive,18,0,70,,0,0,-1,100,-1,100
564,shock-drive,18,0,70,,0,0,-1,100,-1,100
565,burn-drive,18,0,70,,0,0,-1,100,-1,100
566,chill-drive,18,0,70,,0,0,-1,100,-1,100
567,sweet-heart,27,3000,30,,0,0,-1,100,-1,100
568,greet-mail,25,50,,,0,0,-1,100,-1,100
569,favored-mail,25,50,,,0,0,-1,100,-1,100
570,rsvp-mail,25,50,,,0,0,-1,100,-1,100
571,thanks-mail,25,50,,,0,0,-1,100,-1,100
572,inquiry-mail,25,50,,,0,0,-1,100,-1,100
573,like-mail,25,50,,,0,0,-1,100,-1,100
574,reply-mail,25,50,,,0,0,-1,100,-1,100
575,bridge-mail-s,25,50,,,0,0,-1,100,-1,100
576,bridge-mail-d,25,50,,,0,0,-1,100,-1,100
577,bridge-mail-t,25,50,,,0,0,-1,100,-1,100
578,bridge-mail-v,25,50,,,0,0,-1,100,-1,100
579,bridge-mail-m,25,50,,,0,0,-1,100,-1,100
580,prism-scale,10,2000,30,,0,0,-1,100,-1,100
581,eviolite,12,4000,40,,31,0,-1,100,-1,100
582,float-stone,12,4000,30,,31,0,-1,100,-1,100
583,rocky-helmet,12,4000,60,,63,0,-1,100,-1,100
584,air-balloon,12,4000,10,,162,0,-1,100,-1,100
585,red-card,12,4000,10,,62,0,-1,100,-1,100
586,ring-target,12,4000,10,,31,0,-1,100,-1,100
587,binding-band,12,4000,30,,31,0,-1,100,-1,100
588,absorb-bulb,12,4000,30,,92,0,-1,100,-1,100
589,cell-battery,12,4000,30,,119,0,-1,100,-1,100
590,eject-button,12,4000,30,,62,0,-1,100,-1,100
591,fire-gem,42,200,,,0,0,-1,100,-1,100
592,water-gem,42,200,,,0,0,-1,100,-1,100
593,electric-gem,42,200,,,0,0,-1,100,-1,100
594,grass-gem,42,200,,,0,0,-1,100,-1,100
595,ice-gem,42,200,,,0,0,-1,100,-1,100
596,fighting-gem,42,200,,,0,0,-1,100,-1,100
597,poison-gem,42,200,,,0,0,-1,100,-1,100
598,ground-gem,42,200,,,0,0,-1,100,-1,100
599,flying-gem,42,200,,,0,0,-1,100,-1,100
600,psychic-gem,42,200,,,0,0,-1,100,-1,100
601,bug-gem,42,200,,,0,0,-1,100,-1,100
602,rock-gem,42,200,,,0,0,-1,100,-1,100
603,ghost-gem,42,200,,,0,0,-1,100,-1,100
604,dark-gem,42,200,,,0,0,-1,100,-1,100
605,steel-gem,42,200,,,0,0,-1,100,-1,100
606,health-wing,26,300,20,,0,0,-1,100,-1,100
607,muscle-wing,26,300,20,,0,0,-1,100,-1,100
608,resist-wing,26,300,20,,0,0,-1,100,-1,100
609,genius-wing,26,300,20,,0,0,-1,100,-1,100
610,clever-wing,26,300,20,,0,0,-1,100,-1,100
611,swift-wing,26,300,20,,0,0,-1,100,-1,100
612,pretty-wing,24,1000,20,,0,0,-1,100,-1,100
613,cover-fossil,35,7000,100,,0,0,-1,100,-1,100
614,plume-fossil,35,7000,100,,0,0,-1,100,-1,100
615,liberty-pass,20,0,,,0,0,-1,100,-1,100
616,pass-orb,12,200,30,,0,0,-1,100,-1,100
617,dream-ball,33,0,,,0,0,-1,100,-1,100
618,poke-toy,11,100,30,,0,0,-1,100,-1,100
619,prop-case,21,0,,,0,0,-1,100,-1,100
620,dragon-skull,22,0,,,0,0,-1,100,-1,100
621,balm-mushroom,24,15000,30,,0,0,-1,100,-1,100
622,big-nugget,24,40000,130,,0,0,-1,100,-1,100
623,pearl-string,24,20000,30,,0,0,-1,100,-1,100
624,comet-shard,24,25000,30,,0,0,-1,100,-1,100
625,relic-copper,24,0,30,,0,0,-1,100,-1,100
626,relic-silver,24,0,30,,0,0,-1,100,-1,100
627,relic-gold,24,60000,30,,0,0,-1,100,-1,100
628,relic-vase,24,0,30,,0,0,-1,100,-1,100
629,relic-band,24,0,30,,0,0,-1,100,-1,100
630,relic-statue,24,0,30,,0,0,-1,100,-1,100
631,relic-crown,24,0,30,,0,0,-1,100,-1,100
632,casteliacone,30,350,30,,0,0,-1,100,-1,100
633,dire-hit-2,43,0,,,0,0,-1,100,-1,100
634,x-speed-2,43,0,,,0,0,-1,100,-1,100
635,x-sp-atk-2,43,0,,,0,0,-1,100,-1,100
636,x-sp-def-2,43,0,,,0,0,-1,100,-1,100
637,x-defense-2,43,0,,,0,0,-1,100,-1,100
638,x-attack-2,43,0,,,0,0,-1,100,-1,100
639,x-accuracy-2,43,0,,,0,0,-1,100,-1,100
640,x-speed-3,43,0,,,0,0,-1,100,-1,100
641,x-sp-atk-3,43,0,,,0,0,-1,100,-1,100
642,x-sp-def-3,43,0,,,0,0,-1,100,-1,100
643,x-defense-3,43,0,,,0,0,-1,100,-1,100
644,x-attack-3,43,0,,,0,0,-1,100,-1,100
645,x-accuracy-3,43,0,,,0,0,-1,100,-1,100
646,x-speed-6,43,0,,,0,0,-1,100,-1,100
647,x-sp-atk-6,43,0,,,0,0,-1,100,-1,100
648,x-sp-def-6,43,0,,,0,0,-1,100,-1,100
649,x-defense-6,43,0,,,0,0,-1,100,-1,100
650,x-attack-6,43,0,,,0,0,-1,100,-1,100
651,x-accuracy-6,43,0,,,0,0,-1,100,-1,100
652,ability-urge,43,0,,,0,0,-1,100,-1,100
653,item-drop,43,0,,,0,0,-1,100,-1,100
654,item-urge,43,0,,,0,0,-1,100,-1,100
655,reset-urge,43,0,,,0,0,-1,100,-1,100
656,dire-hit-3,43,0,,,0,0,-1,100,-1,100
657,light-stone,22,0,,,0,0,-1,100,-1,100
658,dark-stone,22,0,,,0,0,-1,100,-1,100
659,tm93,37,1000,,,0,0,-1,100,-1,100
660,tm94,37,10000,,,0,0,-1,100,-1,100
661,tm95,37,1000,,,0,0,-1,100,-1,100
662,xtransceiver,21,0,,,0,0,-1,100,-1,100
663,god-stone,23,0,,,0,0,-1,100,-1,100
664,gram-1,22,0,,,0,0,-1,100,-1,100
665,gram-2,22,0,,,0,0,-1,100,-1,100
666,gram-3,22,0,,,0,0,-1,100,-1,100
668,dragon-gem,42,200,,,0,0,-1,100,-1,100
669,normal-gem,42,4000,,,131,0,-1,100,-1,100
670,medal-box,21,0,,,0,0,-1,100,-1,100
671,dna-splicers,21,0,,,0,0,-1,100,-1,100
673,permit,21,0,,,0,0,-1,100,-1,100
674,oval-charm,21,0,,,0,0,-1,100,-1,100
675,shiny-charm,21,0,,,0,0,-1,100,-1,100
676,plasma-card,22,0,,,0,0,-1,100,-1,100
677,grubby-hanky,22,0,,,0,0,-1,100,-1,100
678,colress-machine,22,0,,,0,0,-1,100,-1,100
679,dropped-item,22,0,,,0,0,-1,100,-1,100
681,reveal-glass,21,0,,,0,0,-1,100,-1,100
682,weakness-policy,12,1000,80,,121,0,-1,100,-1,100
683,assault-vest,12,1000,80,,31,0,-1,100,-1,100
684,pixie-plate,17,1000,90,,0,0,1,120,3,120
685,ability-capsule,26,10000,,,0,0,-1,100,-1,100
686,whipped-dream,10,2000,80,,0,0,-1,100,-1,100
687,sachet,10,2000,80,,0,0,-1,100,-1,100
688,luminous-moss,12,4000,30,,92,0,-1,100,-1,100
689,snowball,12,4000,30,,120,0,-1,100,-1,100
690,safety-goggles,12,4000,80,,31,0,-1,100,-1,100
691,rich-mulch,32,200,30,,0,0,-1,100,-1,100
692,surprise-mulch,32,200,30,,0,0,-1,100,-1,100
693,boost-mulch,32,200,30,,0,0,-1,100,-1,100
694,amaze-mulch,32,200,30,,0,0,-1,100,-1,100
695,gengarite,44,0,80,,0,0,-1,100,-1,100
696,gardevoirite,44,0,80,,0,0,-1,100,-1,100
697,ampharosite,44,0,80,,0,0,-1,100,-1,100
698,venusaurite,44,0,80,,0,0,-1,100,-1,100
699,charizardite-x,44,0,80,,0,0,-1,100,-1,100
700,blastoisinite,44,0,80,,0,0,-1,100,-1,100
701,mewtwonite-x,44,0,80,,0,0,-1,100,-1,100
702,mewtwonite-y,44,0,80,,0,0,-1,100,-1,100
703,blazikenite,44,0,80,,0,0,-1,100,-1,100
704,medichamite,44,0,80,,0,0,-1,100,-1,100
705,houndoominite,44,0,80,,0,0,-1,100,-1,100
706,aggronite,44,0,80,,0,0,-1,100,-1,100
707,banettite,44,0,80,,0,0,-1,100,-1,100
708,tyranitarite,44,0,80,,0,0,-1,100,-1,100
709,scizorite,44,0,80,,0,0,-1,100,-1,100
710,pinsirite,44,0,80,,0,0,-1,100,-1,100
711,aerodactylite,44,0,80,,0,0,-1,100,-1,100
712,lucarionite,44,0,80,,0,0,-1,100,-1,100
713,abomasite,44,0,80,,0,0,-1,100,-1,100
714,kangaskhanite,44,0,80,,0,0,-1,100,-1,100
715,gyaradosite,44,0,80,,0,0,-1,100,-1,100
716,absolite,44,0,80,,0,0,-1,100,-1,100
717,charizardite-y,44,0,80,,0,0,-1,100,-1,100
718,alakazite,44,0,80,,0,0,-1,100,-1,100
719,heracronite,44,0,80,,0,0,-1,100,-1,100
720,mawilite,44,0,80,,0,0,-1,100,-1,100
721,manectite,44,0,80,,0,0,-1,100,-1,100
722,garchompite,44,0,80,,0,0,-1,100,-1,100
723,roseli-berry,7,80,10,,148,1,-1,100,-1,100
724,kee-berry,4,80,10,3,83,1,-1,100,-1,100
725,maranga-berry,4,80,10,3,125,1,-1,100,-1,100
726,discount-coupon,24,20,10,,0,0,-1,100,-1,100
727,strange-souvenir,24,3000,30,,0,0,-1,100,-1,100
728,lumiose-galette,30,350,30,,0,0,-1,100,-1,100
729,jaw-fossil,35,7000,100,,0,0,-1,100,-1,100
730,sail-fossil,35,7000,100,,0,0,-1,100,-1,100
731,fairy-gem,42,200,,,0,0,-1,100,-1,100
732,adventure-rules,21,0,,,0,0,-1,100,-1,100
733,elevator-key,22,0,,,0,0,-1,100,-1,100
734,holo-caster,21,0,,,0,0,-1,100,-1,100
735,honor-of-kalos,22,0,,,0,0,-1,100,-1,100
736,intriguing-stone,22,0,,,0,0,-1,100,-1,100
737,lens-case,21,0,,,0,0,-1,100,-1,100
738,looker-ticket,22,0,,,0,0,-1,100,-1,100
739,mega-ring,21,0,,,0,0,-1,100,-1,100
740,power-plant-pass,22,0,,,0,0,-1,100,-1,100
741,profs-letter,22,0,,,0,0,-1,100,-1,100
742,roller-skates,21,0,,,0,0,-1,100,-1,100
743,sprinklotad,21,0,,,0,0,-1,100,-1,100
744,tmv-pass,21,0,,,0,0,-1,100,-1,100
745,tm96,37,1000,,,0,0,-1,100,-1,100
746,tm97,37,1000,,,0,0,-1,100,-1,100
747,tm98,37,1000,,,0,0,-1,100,-1,100
748,tm99,37,1000,,,0,0,-1,100,-1,100
749,tm100,37,5000,,,0,0,-1,100,-1,100
760,latiasite,44,0,80,,0,0,-1,100,-1,100
761,latiosite,44,0,80,,0,0,-1,100,-1,100
762,common-stone,23,0,,,0,0,-1,100,-1,100
763,makeup-bag,21,0,,,0,0,-1,100,-1,100
764,travel-trunk,23,0,,,0,0,-1,100,-1,100
765,shalour-sable,30,350,30,,0,0,-1,100,-1,100
768,mega-charm,23,0,,,0,0,-1,100,-1,100
769,mega-glove,23,0,,,0,0,-1,100,-1,100
770,devon-parts,22,0,,,0,0,-1,100,-1,100
772,pokeblock-kit,21,0,,,0,0,-1,100,-1,100
773,key-to-room-1,22,0,,,0,0,-1,100,-1,100
774,key-to-room-2,22,0,,,0,0,-1,100,-1,100
775,key-to-room-4,22,0,,,0,0,-1,100,-1,100
776,key-to-room-6,22,0,,,0,0,-1,100,-1,100
779,devon-scuba-gear,22,0,,,0,0,-1,100,-1,100
780,contest-costume--jacket,21,0,,,0,0,-1,100,-1,100
782,magma-suit,22,0,,,0,0,-1,100,-1,100
783,aqua-suit,22,0,,,0,0,-1,100,-1,100
784,pair-of-tickets,22,0,,,0,0,-1,100,-1,100
785,mega-bracelet,21,0,,,0,0,-1,100,-1,100
786,mega-pendant,23,0,,,0,0,-1,100,-1,100
787,mega-glasses,23,0,,,0,0,-1,100,-1,100
788,mega-anchor,23,0,,,0,0,-1,100,-1,100
789,mega-stickpin,23,0,,,0,0,-1,100,-1,100
790,mega-tiara,23,0,,,0,0,-1,100,-1,100
791,mega-anklet,23,0,,,0,0,-1,100,-1,100
793,swampertite,44,0,80,,0,0,-1,100,-1,100
794,sceptilite,44,0,80,,0,0,-1,100,-1,100
795,sablenite,44,0,80,,0,0,-1,100,-1,100
796,altarianite,44,0,80,,0,0,-1,100,-1,100
797,galladite,44,0,80,,0,0,-1,100,-1,100
798,audinite,44,0,80,,0,0,-1,100,-1,100
799,metagrossite,44,0,80,,0,0,-1,100,-1,100
800,sharpedonite,44,0,80,,0,0,-1,100,-1,100
801,slowbronite,44,0,80,,0,0,-1,100,-1,100
802,steelixite,44,0,80,,0,0,-1,100,-1,100
803,pidgeotite,44,0,80,,0,0,-1,100,-1,100
804,glalitite,44,0,80,,0,0,-1,100,-1,100
805,diancite,44,0,80,,0,0,-1,100,-1,100
806,prison-bottle,21,0,,,0,0,-1,100,-1,100
807,mega-cuff,23,0,,,0,0,-1,100,-1,100
808,cameruptite,44,0,80,,0,0,-1,100,-1,100
809,lopunnite,44,0,80,,0,0,-1,100,-1,100
810,salamencite,44,0,80,,0,0,-1,100,-1,100
811,beedrillite,44,0,80,,0,0,-1,100,-1,100
814,key-stone,21,0,,,0,0,-1,100,-1,100
815,meteorite-shard,22,0,,,0,0,-1,100,-1,100
816,eon-flute,21,0,,,0,0,-1,100,-1,100
817,normalium-z--held,46,0,,,0,0,-1,100,-1,100
818,firium-z--held,46,0,,,0,0,-1,100,-1,100
819,waterium-z--held,46,0,,,0,0,-1,100,-1,100
820,electrium-z--held,46,0,,,0,0,-1,100,-1,100
821,grassium-z--held,46,0,,,0,0,-1,100,-1,100
822,icium-z--held,46,0,,,0,0,-1,100,-1,100
823,fightinium-z--held,46,0,,,0,0,-1,100,-1,100
824,poisonium-z--held,46,0,,,0,0,-1,100,-1,100
825,groundium-z--held,46,0,,,0,0,-1,100,-1,100
826,flyinium-z--held,46,0,,,0,0,-1,100,-1,100
827,psychium-z--held,46,0,,,0,0,-1,100,-1,100
828,buginium-z--held,46,0,,,0,0,-1,100,-1,100
829,rockium-z--held,46,0,,,0,0,-1,100,-1,100
830,ghostium-z--held,46,0,,,0,0,-1,100,-1,100
831,dragonium-z--held,46,0,,,0,0,-1,100,-1,100
832,darkinium-z--held,46,0,,,0,0,-1,100,-1,100
833,steelium-z--held,46,0,,,0,0,-1,100,-1,100
834,fairium-z--held,46,0,,,0,0,-1,100,-1,100
835,pikanium-z--held,46,0,,,0,0,-1,100,-1,100
836,bottle-cap,24,5000,30,,0,0,-1,100,-1,100
837,gold-bottle-cap,24,10000,30,,0,0,-1,100,-1,100
838,z-ring,21,0,,,0,0,-1,100,-1,100
839,decidium-z--held,46,0,,,0,0,-1,100,-1,100
840,incinium-z--held,46,0,,,0,0,-1,100,-1,100
841,primarium-z--held,46,0,,,0,0,-1,100,-1,100
842,tapunium-z--held,46,0,,,0,0,-1,100,-1,100
843,marshadium-z--held,46,0,,,0,0,-1,100,-1,100
844,aloraichium-z--held,46,0,,,0,0,-1,100,-1,100
845,snorlium-z--held,46,0,,,0,0,-1,100,-1,100
846,eevium-z--held,46,0,,,0,0,-1,100,-1,100
847,mewnium-z--held,46,0,,,0,0,-1,100,-1,100
877,pikashunium-z--held,46,0,,,0,0,-1,100,-1,100
878,forage-bag,21,0,,,0,0,-1,100,-1,100
879,fishing-rod,21,0,,,0,0,-1,100,-1,100
880,professors-mask,22,0,,,0,0,-1,100,-1,100
881,festival-ticket,21,10,,,0,0,-1,100,-1,100
882,sparkling-stone,22,0,,,0,0,-1,100,-1,100
883,adrenaline-orb,12,4000,30,,77,0,-1,100,-1,100
884,zygarde-cube,21,0,,,0,0,-1,100,-1,100
885,ice-stone,10,3000,30,,0,0,-1,100,-1,100
886,ride-pager,23,0,,,0,0,-1,100,-1,100
887,beast-ball,33,0,,,0,0,-1,100,-1,100
888,big-malasada,30,350,30,,0,0,-1,100,-1,100
889,red-nectar,18,300,10,,0,0,-1,100,-1,100
890,yellow-nectar,18,300,10,,0,0,-1,100,-1,100
891,pink-nectar,18,300,10,,0,0,-1,100,-1,100
892,purple-nectar,18,300,10,,0,0,-1,100,-1,100
893,sun-flute,22,0,,,0,0,-1,100,-1,100
894,moon-flute,22,0,,,0,0,-1,100,-1,100
895,enigmatic-card,22,0,,,0,0,-1,100,-1,100
896,terrain-extender,12,4000,60,,31,0,-1,100,-1,100
897,protective-pads,12,4000,30,,31,0,-1,100,-1,100
898,electric-seed,12,4000,10,,122,0,-1,100,-1,100
899,psychic-seed,12,4000,10,,126,0,-1,100,-1,100
900,misty-seed,12,4000,10,,127,0,-1,100,-1,100
901,grassy-seed,12,4000,10,,123,0,-1,100,-1,100
902,fighting-memory,45,1000,50,,0,0,-1,100,-1,100
903,flying-memory,45,1000,50,,0,0,-1,100,-1,100
904,poison-memory,45,1000,50,,0,0,-1,100,-1,100
905,ground-memory,45,1000,50,,0,0,-1,100,-1,100
906,rock-memory,45,1000,50,,0,0,-1,100,-1,100
907,bug-memory,45,1000,50,,0,0,-1,100,-1,100
908,ghost-memory,45,1000,50,,0,0,-1,100,-1,100
909,steel-memory,45,1000,50,,0,0,-1,100,-1,100
910,fire-memory,45,1000,50,,0,0,-1,100,-1,100
911,water-memory,45,1000,50,,0,0,-1,100,-1,100
912,grass-memory,45,1000,50,,0,0,-1,100,-1,100
913,electric-memory,45,1000,50,,0,0,-1,100,-1,100
914,psychic-memory,45,1000,50,,0,0,-1,100,-1,100
915,ice-memory,45,1000,50,,0,0,-1,100,-1,100
916,dragon-memory,45,1000,50,,0,0,-1,100,-1,100
917,dark-memory,45,1000,50,,0,0,-1,100,-1,100
918,fairy-memory,45,1000,50,,0,0,-1,100,-1,100
919,bike--green,23,0,,,0,0,-1,100,-1,100
920,storage-key--galactic-warehouse,23,0,,,0,0,-1,100,-1,100
921,basement-key--goldenrod,23,0,,,0,0,-1,100,-1,100
922,xtransceiver--red,23,0,,,0,0,-1,100,-1,100
923,xtransceiver--yellow,23,0,,,0,0,-1,100,-1,100
924,dna-splicers--merge,23,0,,,0,0,-1,100,-1,100
925,dna-splicers--split,23,0,,,0,0,-1,100,-1,100
926,dropped-item--red,23,0,,,0,0,-1,100,-1,100
927,dropped-item--yellow,23,0,,,0,0,-1,100,-1,100
928,holo-caster--green,23,0,,,0,0,-1,100,-1,100
929,bike--yellow,23,0,,,0,0,-1,100,-1,100
930,holo-caster--red,23,0,,,0,0,-1,100,-1,100
931,basement-key--new-mauville,23,0,,,0,0,-1,100,-1,100
932,storage-key--sea-mauville,23,0,,,0,0,-1,100,-1,100
933,ss-ticket--hoenn,23,0,,,0,0,-1,100,-1,100
934,contest-costume--dress,23,0,,,0,0,-1,100,-1,100
935,meteorite--2,23,0,,,0,0,-1,100,-1,100
936,meteorite--3,23,0,,,0,0,-1,100,-1,100
937,meteorite--4,23,0,,,0,0,-1,100,-1,100
938,normalium-z--bag,23,0,,,0,0,-1,100,-1,100
939,firium-z--bag,23,0,,,0,0,-1,100,-1,100
940,waterium-z--bag,23,0,,,0,0,-1,100,-1,100
941,electrium-z--bag,23,0,,,0,0,-1,100,-1,100
942,grassium-z--bag,23,0,,,0,0,-1,100,-1,100
943,icium-z--bag,23,0,,,0,0,-1,100,-1,100
944,fightinium-z--bag,23,0,,,0,0,-1,100,-1,100
945,poisonium-z--bag,23,0,,,0,0,-1,100,-1,100
946,groundium-z--bag,23,0,,,0,0,-1,100,-1,100
947,flyinium-z--bag,23,0,,,0,0,-1,100,-1,100
948,psychium-z--bag,23,0,,,0,0,-1,100,-1,100
949,buginium-z--bag,23,0,,,0,0,-1,100,-1,100
950,rockium-z--bag,23,0,,,0,0,-1,100,-1,100
951,ghostium-z--bag,23,0,,,0,0,-1,100,-1,100
952,dragonium-z--bag,23,0,,,0,0,-1,100,-1,100
953,darkinium-z--bag,23,0,,,0,0,-1,100,-1,100
954,steelium-z--bag,23,0,,,0,0,-1,100,-1,100
955,fairium-z--bag,23,0,,,0,0,-1,100,-1,100
956,pikanium-z--bag,23,0,,,0,0,-1,100,-1,100
957,decidium-z--bag,23,0,,,0,0,-1,100,-1,100
958,incinium-z--bag,23,0,,,0,0,-1,100,-1,100
959,primarium-z--bag,23,0,,,0,0,-1,100,-1,100
960,tapunium-z--bag,23,0,,,0,0,-1,100,-1,100
961,marshadium-z--bag,23,0,,,0,0,-1,100,-1,100
962,aloraichium-z--bag,23,0,,,0,0,-1,100,-1,100
963,snorlium-z--bag,23,0,,,0,0,-1,100,-1,100
964,eevium-z--bag,23,0,,,0,0,-1,100,-1,100
965,mewnium-z--bag,23,0,,,0,0,-1,100,-1,100
966,pikashunium-z--bag,23,0,,,0,0,-1,100,-1,100
967,solganium-z--held,23,0,,,0,0,-1,100,-1,100
968,lunalium-z--held,23,0,,,0,0,-1,100,-1,100
969,ultranecrozium-z--held,23,0,,,0,0,-1,100,-1,100
970,mimikium-z--held,23,0,,,0,0,-1,100,-1,100
971,lycanium-z--held,23,0,,,0,0,-1,100,-1,100
972,kommonium-z--held,23,0,,,0,0,-1,100,-1,100
973,solganium-z--bag,23,0,,,0,0,-1,100,-1,100
974,lunalium-z--bag,23,0,,,0,0,-1,100,-1,100
975,ultranecrozium-z--bag,23,0,,,0,0,-1,100,-1,100
976,mimikium-z--bag,23,0,,,0,0,-1,100,-1,100
977,lycanium-z--bag,23,0,,,0,0,-1,100,-1,100
978,kommonium-z--bag,23,0,,,0,0,-1,100,-1,100
979,z-power-ring,23,0,,,0,0,-1,100,-1,100
980,pink-petal,23,0,,,0,0,-1,100,-1,100
981,orange-petal,23,0,,,0,0,-1,100,-1,100
982,blue-petal,23,0,,,0,0,-1,100,-1,100
983,red-petal,23,0,,,0,0,-1,100,-1,100
984,green-petal,23,0,,,0,0,-1,100,-1,100
985,yellow-petal,23,0,,,0,0,-1,100,-1,100
986,purple-petal,23,0,,,0,0,-1,100,-1,100
987,rainbow-flower,23,0,,,0,0,-1,100,-1,100
988,surge-badge,23,0,,,0,0,-1,100,-1,100
989,n-solarizer--merge,23,0,,,0,0,-1,100,-1,100
990,n-lunarizer--merge,23,0,,,0,0,-1,100,-1,100
991,n-solarizer--split,23,0,,,0,0,-1,100,-1,100
992,n-lunarizer--split,23,0,,,0,0,-1,100,-1,100
993,ilimas-normalium-z,23,0,,,0,0,-1,100,-1,100
994,left-poke-ball,23,0,,,0,0,-1,100,-1,100
995,roto-hatch,23,0,,,0,0,-1,100,-1,100
996,roto-bargain,23,0,,,0,0,-1,100,-1,100
997,roto-prize-money,23,0,,,0,0,-1,100,-1,100
998,roto-exp-points,23,0,,,0,0,-1,100,-1,100
999,roto-friendship,23,0,,,0,0,-1,100,-1,100
1000,roto-encounter,23,0,,,0,0,-1,100,-1,100
1001,roto-stealth,23,0,,,0,0,-1,100,-1,100
1002,roto-hp-restore,23,0,,,0,0,-1,100,-1,100
1003,roto-pp-restore,23,0,,,0,0,-1,100,-1,100
1004,roto-boost,23,0,,,0,0,-1,100,-1,100
1005,roto-catch,23,0,,,0,0,-1,100,-1,100
1006,autograph,23,0,,,0,0,-1,100,-1,100
1007,pokemon-box,23,0,,,0,0,-1,100,-1,100
